Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.10     0.00        3     0.00     0.00  int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*)
  0.00      0.10     0.00        3     0.00     0.00  std::iterator_traits<char*>::iterator_category std::__iterator_category<char*>(char* const&)
  0.00      0.10     0.00        3     0.00     0.00  unsigned char* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*, unsigned char>(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*, std::allocator<unsigned char>&)
  0.00      0.10     0.00        3     0.00     0.00  int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&)
  0.00      0.10     0.00        3     0.00     0.00  unsigned char* std::copy<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*>(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*)
  0.00      0.10     0.00        3     0.00     0.00  int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*)
  0.00      0.10     0.00        3     0.00     0.00  std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)
  0.00      0.10     0.00        3     0.00     0.00  std::remove_reference<std::allocator<unsigned char>&>::type&& std::move<std::allocator<unsigned char>&>(std::allocator<unsigned char>&)
  0.00      0.10     0.00        3     0.00     0.00  std::remove_reference<std::vector<unsigned char, std::allocator<unsigned char> >&>::type&& std::move<std::vector<unsigned char, std::allocator<unsigned char> >&>(std::vector<unsigned char, std::allocator<unsigned char> >&)
  0.00      0.10     0.00        3     0.00     0.00  Model const& std::forward<Model const&>(std::remove_reference<Model const&>::type&)
  0.00      0.10     0.00        3     0.00     0.00  std::iterator_traits<char*>::difference_type std::distance<char*>(char*, char*)
  0.00      0.10     0.00        3     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.10     0.00        2     0.00     0.00  Model::~Model()
  0.00      0.10     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<vec<2> >::new_allocator(__gnu_cxx::new_allocator<vec<2> > const&)
  0.00      0.10     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<vec<3> >::new_allocator()
  0.00      0.10     0.00        2     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<vec<3> >, vec<3> >::_S_select_on_copy(std::allocator<vec<3> > const&)
  0.00      0.10     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<vec<2> const*, std::vector<vec<2>, std::allocator<vec<2> > > >::__normal_iterator(vec<2> const* const&)
  0.00      0.10     0.00        2     0.00     0.00  bool __gnu_cxx::operator==<Model*, std::vector<Model, std::allocator<Model> > >(__gnu_cxx::__normal_iterator<Model*, std::vector<Model, std::allocator<Model> > > const&, __gnu_cxx::__normal_iterator<Model*, std::vector<Model, std::allocator<Model> > > const&)
  0.00      0.10     0.00        2     0.00     0.00  std::_Vector_base<Model, std::allocator<Model> >::_M_get_Tp_allocator() const
  0.00      0.10     0.00        2     0.00     0.00  std::vector<vec<3>, std::allocator<vec<3> > >::end() const
  0.00      0.10     0.00        2     0.00     0.00  std::vector<vec<3>, std::allocator<vec<3> > >::begin() const
  0.00      0.10     0.00        2     0.00     0.00  std::vector<Model, std::allocator<Model> >::max_size() const
  0.00      0.10     0.00        2     0.00     0.00  std::allocator<vec<2> >::allocator(std::allocator<vec<2> > const&)
  0.00      0.10     0.00        2     0.00     0.00  std::allocator<vec<3> >::allocator()
  0.00      0.10     0.00        2     0.00     0.00  void std::_Destroy_aux<true>::__destroy<vec<2>*>(vec<2>*, vec<2>*)
  0.00      0.10     0.00        2     0.00     0.00  std::_Vector_base<vec<2>, std::allocator<vec<2> > >::_Vector_impl::~_Vector_impl()
  0.00      0.10     0.00        2     0.00     0.00  std::_Vector_base<vec<2>, std::allocator<vec<2> > >::_Vector_impl_data::_Vector_impl_data()
  0.00      0.10     0.00        2     0.00     0.00  std::_Vector_base<vec<2>, std::allocator<vec<2> > >::~_Vector_base()
  0.00      0.10     0.00        2     0.00     0.00  std::_Vector_base<vec<3>, std::allocator<vec<3> > >::_Vector_impl::_Vector_impl(std::allocator<vec<3> > const&)
  0.00      0.10     0.00        2     0.00     0.00  std::_Vector_base<vec<3>, std::allocator<vec<3> > >::_Vector_impl::_Vector_impl()
  0.00      0.10     0.00        2     0.00     0.00  std::_Vector_base<vec<3>, std::allocator<vec<3> > >::_M_create_storage(unsigned long)
  0.00      0.10     0.00        2     0.00     0.00  std::_Vector_base<vec<3>, std::allocator<vec<3> > >::_Vector_base(unsigned long, std::allocator<vec<3> > const&)
  0.00      0.10     0.00        2     0.00     0.00  std::_Vector_base<vec<3>, std::allocator<vec<3> > >::_Vector_base()
  0.00      0.10     0.00        2     0.00     0.00  std::_Vector_base<Model, std::allocator<Model> >::_M_deallocate(Model*, unsigned long)
  0.00      0.10     0.00        2     0.00     0.00  std::allocator_traits<std::allocator<vec<3> > >::select_on_container_copy_construction(std::allocator<vec<3> > const&)
  0.00      0.10     0.00        2     0.00     0.00  std::allocator_traits<std::allocator<Model> >::max_size(std::allocator<Model> const&)
  0.00      0.10     0.00        2     0.00     0.00  vec<3>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<vec<3> const*, std::vector<vec<3>, std::allocator<vec<3> > > >, vec<3>*>(__gnu_cxx::__normal_iterator<vec<3> const*, std::vector<vec<3>, std::allocator<vec<3> > > >, __gnu_cxx::__normal_iterator<vec<3> const*, std::vector<vec<3>, std::allocator<vec<3> > > >, vec<3>*)
  0.00      0.10     0.00        2     0.00     0.00  std::vector<vec<2>, std::allocator<vec<2> > >::~vector()
  0.00      0.10     0.00        2     0.00     0.00  std::vector<vec<3>, std::allocator<vec<3> > >::vector(std::vector<vec<3>, std::allocator<vec<3> > > const&)
  0.00      0.10     0.00        2     0.00     0.00  std::vector<vec<3>, std::allocator<vec<3> > >::vector()
  0.00      0.10     0.00        2     0.00     0.00  std::vector<Model, std::allocator<Model> >::_S_max_size(std::allocator<Model> const&)
  0.00      0.10     0.00        2     0.00     0.00  std::vector<Model, std::allocator<Model> >::_S_relocate(Model*, Model*, Model*, std::allocator<Model>&)
  0.00      0.10     0.00        2     0.00     0.00  std::vector<Model, std::allocator<Model> >::_S_do_relocate(Model*, Model*, Model*, std::allocator<Model>&, std::integral_constant<bool, true>)
  0.00      0.10     0.00        2     0.00     0.00  std::vector<Model, std::allocator<Model> >::end()
  0.00      0.10     0.00        2     0.00     0.00  std::vector<Model, std::allocator<Model> >::begin()
  0.00      0.10     0.00        2     0.00     0.00  Model* std::__relocate_a<Model*, Model*, std::allocator<Model> >(Model*, Model*, Model*, std::allocator<Model>&)
  0.00      0.10     0.00        2     0.00     0.00  Model* std::__relocate_a_1<Model*, Model*, std::allocator<Model> >(Model*, Model*, Model*, std::allocator<Model>&)
  0.00      0.10     0.00        2     0.00     0.00  vec<3>* std::uninitialized_copy<__gnu_cxx::__normal_iterator<vec<3> const*, std::vector<vec<3>, std::allocator<vec<3> > > >, vec<3>*>(__gnu_cxx::__normal_iterator<vec<3> const*, std::vector<vec<3>, std::allocator<vec<3> > > >, __gnu_cxx::__normal_iterator<vec<3> const*, std::vector<vec<3>, std::allocator<vec<3> > > >, vec<3>*)
  0.00      0.10     0.00        2     0.00     0.00  vec<3>* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<vec<3> const*, std::vector<vec<3>, std::allocator<vec<3> > > >, vec<3>*, vec<3> >(__gnu_cxx::__normal_iterator<vec<3> const*, std::vector<vec<3>, std::allocator<vec<3> > > >, __gnu_cxx::__normal_iterator<vec<3> const*, std::vector<vec<3>, std::allocator<vec<3> > > >, vec<3>*, std::allocator<vec<3> >&)
  0.00      0.10     0.00        2     0.00     0.00  void std::_Destroy<vec<2>*>(vec<2>*, vec<2>*)
  0.00      0.10     0.00        2     0.00     0.00  void std::_Destroy<vec<2>*, vec<2> >(vec<2>*, vec<2>*, std::allocator<vec<2> >&)
  0.00      0.10     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.10     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.10     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.10     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.10     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.10     0.00        1     0.00    90.00  Model::Model(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)
  0.00      0.10     0.00        1     0.00     0.00  Model::Model(Model const&)
  0.00      0.10     0.00        1     0.00     0.00  TGAImage::TGAImage(int, int, int)
  0.00      0.10     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<vec<2> >::new_allocator()
  0.00      0.10     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<Model>::deallocate(Model*, unsigned long)
  0.00      0.10     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<Model>::allocate(unsigned long, void const*)
  0.00      0.10     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<Model>::new_allocator()
  0.00      0.10     0.00        1     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<vec<2> >, vec<2> >::_S_select_on_copy(std::allocator<vec<2> > const&)
  0.00      0.10     0.00        1     0.00     0.00  __gnu_cxx::__normal_iterator<Model*, std::vector<Model, std::allocator<Model> > >::operator++()
  0.00      0.10     0.00        1     0.00     0.00  __gnu_cxx::__normal_iterator<Model*, std::vector<Model, std::allocator<Model> > >::difference_type __gnu_cxx::operator-<Model*, std::vector<Model, std::allocator<Model> > >(__gnu_cxx::__normal_iterator<Model*, std::vector<Model, std::allocator<Model> > > const&, __gnu_cxx::__normal_iterator<Model*, std::vector<Model, std::allocator<Model> > > const&)
  0.00      0.10     0.00        1     0.00     0.00  Model::nverts() const
  0.00      0.10     0.00        1     0.00    10.00  TGAImage::write_tga_file(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, bool) const
  0.00      0.10     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<Model>::_M_max_size() const
  0.00      0.10     0.00        1     0.00     0.00  __gnu_cxx::__normal_iterator<Model*, std::vector<Model, std::allocator<Model> > >::operator*() const
  0.00      0.10     0.00        1     0.00     0.00  std::vector<vec<2>, std::allocator<vec<2> > >::end() const
  0.00      0.10     0.00        1     0.00     0.00  std::vector<vec<2>, std::allocator<vec<2> > >::begin() const
  0.00      0.10     0.00        1     0.00     0.00  std::vector<Model, std::allocator<Model> >::_M_check_len(unsigned long, char const*) const
  0.00      0.10     0.00        1     0.00     0.00  std::allocator<vec<2> >::allocator()
  0.00      0.10     0.00        1     0.00     0.00  std::allocator<Model>::allocator()
  0.00      0.10     0.00        1     0.00     0.00  std::allocator<Model>::~allocator()
  0.00      0.10     0.00        1     0.00     0.00  void std::_Destroy_aux<false>::__destroy<Model*>(Model*, Model*)
  0.00      0.10     0.00        1     0.00     0.00  std::_Vector_base<vec<2>, std::allocator<vec<2> > >::_Vector_impl::_Vector_impl()
  0.00      0.10     0.00        1     0.00     0.00  std::_Vector_base<vec<2>, std::allocator<vec<2> > >::_Vector_impl::_Vector_impl(std::allocator<vec<2> > const&)
  0.00      0.10     0.00        1     0.00     0.00  std::_Vector_base<vec<2>, std::allocator<vec<2> > >::_M_create_storage(unsigned long)
  0.00      0.10     0.00        1     0.00     0.00  std::_Vector_base<vec<2>, std::allocator<vec<2> > >::_Vector_base(unsigned long, std::allocator<vec<2> > const&)
  0.00      0.10     0.00        1     0.00     0.00  std::_Vector_base<vec<2>, std::allocator<vec<2> > >::_Vector_base()
  0.00      0.10     0.00        1     0.00     0.00  std::_Vector_base<Model, std::allocator<Model> >::_M_allocate(unsigned long)
  0.00      0.10     0.00        1     0.00     0.00  std::_Vector_base<Model, std::allocator<Model> >::_Vector_impl::_Vector_impl()
  0.00      0.10     0.00        1     0.00     0.00  std::_Vector_base<Model, std::allocator<Model> >::_Vector_impl::~_Vector_impl()
  0.00      0.10     0.00        1     0.00     0.00  std::_Vector_base<Model, std::allocator<Model> >::_Vector_impl_data::_Vector_impl_data()
  0.00      0.10     0.00        1     0.00     0.00  std::_Vector_base<Model, std::allocator<Model> >::_Vector_base()
  0.00      0.10     0.00        1     0.00     0.00  std::_Vector_base<Model, std::allocator<Model> >::~_Vector_base()
  0.00      0.10     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<vec<2> > >::select_on_container_copy_construction(std::allocator<vec<2> > const&)
  0.00      0.10     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<Model> >::deallocate(std::allocator<Model>&, Model*, unsigned long)
  0.00      0.10     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<Model> >::allocate(std::allocator<Model>&, unsigned long)
  0.00      0.10     0.00        1     0.00     0.00  void std::allocator_traits<std::allocator<Model> >::construct<Model, Model const&>(std::allocator<Model>&, Model*, Model const&)
  0.00      0.10     0.00        1     0.00     0.00  vec<2>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<vec<2> const*, std::vector<vec<2>, std::allocator<vec<2> > > >, vec<2>*>(__gnu_cxx::__normal_iterator<vec<2> const*, std::vector<vec<2>, std::allocator<vec<2> > > >, __gnu_cxx::__normal_iterator<vec<2> const*, std::vector<vec<2>, std::allocator<vec<2> > > >, vec<2>*)
  0.00      0.10     0.00        1     0.00     0.00  std::vector<vec<2>, std::allocator<vec<2> > >::vector(std::vector<vec<2>, std::allocator<vec<2> > > const&)
  0.00      0.10     0.00        1     0.00     0.00  std::vector<vec<2>, std::allocator<vec<2> > >::vector()
  0.00      0.10     0.00        1     0.00     0.00  void std::vector<Model, std::allocator<Model> >::_M_realloc_insert<Model const&>(__gnu_cxx::__normal_iterator<Model*, std::vector<Model, std::allocator<Model> > >, Model const&)
  0.00      0.10     0.00        1     0.00     0.00  std::vector<Model, std::allocator<Model> >::push_back(Model const&)
  0.00      0.10     0.00        1     0.00     0.00  std::vector<Model, std::allocator<Model> >::vector()
  0.00      0.10     0.00        1     0.00     0.00  std::vector<Model, std::allocator<Model> >::~vector()
  0.00      0.10     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string()
  0.00      0.10     0.00        1     0.00     0.00  void std::destroy_at<Model>(Model*)
  0.00      0.10     0.00        1     0.00     0.00  Model* std::__addressof<Model>(Model&)
  0.00      0.10     0.00        1     0.00     0.00  decltype (::new ((void*)(0)) Model((declval<Model const&>)())) std::construct_at<Model, Model const&>(Model*, Model const&)
  0.00      0.10     0.00        1     0.00     0.00  vec<2>* std::uninitialized_copy<__gnu_cxx::__normal_iterator<vec<2> const*, std::vector<vec<2>, std::allocator<vec<2> > > >, vec<2>*>(__gnu_cxx::__normal_iterator<vec<2> const*, std::vector<vec<2>, std::allocator<vec<2> > > >, __gnu_cxx::__normal_iterator<vec<2> const*, std::vector<vec<2>, std::allocator<vec<2> > > >, vec<2>*)
  0.00      0.10     0.00        1     0.00     0.00  vec<2>* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<vec<2> const*, std::vector<vec<2>, std::allocator<vec<2> > > >, vec<2>*, vec<2> >(__gnu_cxx::__normal_iterator<vec<2> const*, std::vector<vec<2>, std::allocator<vec<2> > > >, __gnu_cxx::__normal_iterator<vec<2> const*, std::vector<vec<2>, std::allocator<vec<2> > > >, vec<2>*, std::allocator<vec<2> >&)
  0.00      0.10     0.00        1     0.00     0.00  void std::_Destroy<Model>(Model*)
  0.00      0.10     0.00        1     0.00     0.00  void std::_Destroy<Model*>(Model*, Model*)
  0.00      0.10     0.00        1     0.00     0.00  void std::_Destroy<Model*, Model>(Model*, Model*, std::allocator<Model>&)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2022 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 10.00% of 0.10 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]    100.0    0.00    0.10                 main [1]
                0.00    0.09       1/1           Model::Model(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [4]
                0.00    0.01       1/1           TGAImage::write_tga_file(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, bool) const [10]
                0.00    0.00   14952/14952       Model::vert(int, int) const [40]
                0.00    0.00    7476/7476        line(int, int, int, int, TGAImage&, TGAColor) [59]
                0.00    0.00    2493/2494        Model::nfaces() const [108]
                0.00    0.00       2/6366        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [82]
                0.00    0.00       2/6376        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [68]
                0.00    0.00       2/2           bool __gnu_cxx::operator==<Model*, std::vector<Model, std::allocator<Model> > >(__gnu_cxx::__normal_iterator<Model*, std::vector<Model, std::allocator<Model> > > const&, __gnu_cxx::__normal_iterator<Model*, std::vector<Model, std::allocator<Model> > > const&) [371]
                0.00    0.00       1/1           std::vector<Model, std::allocator<Model> >::vector() [449]
                0.00    0.00       1/1           std::vector<Model, std::allocator<Model> >::push_back(Model const&) [448]
                0.00    0.00       1/2           Model::~Model() [366]
                0.00    0.00       1/1           TGAImage::TGAImage(int, int, int) [411]
                0.00    0.00       1/2           std::vector<Model, std::allocator<Model> >::begin() [398]
                0.00    0.00       1/2           std::vector<Model, std::allocator<Model> >::end() [397]
                0.00    0.00       1/1           __gnu_cxx::__normal_iterator<Model*, std::vector<Model, std::allocator<Model> > >::operator*() const [421]
                0.00    0.00       1/1           __gnu_cxx::__normal_iterator<Model*, std::vector<Model, std::allocator<Model> > >::operator++() [417]
                0.00    0.00       1/7           TGAImage::~TGAImage() [232]
                0.00    0.00       1/1           std::vector<Model, std::allocator<Model> >::~vector() [450]
-----------------------------------------------
                0.00    0.09       3/3           Model::Model(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [4]
[2]     90.0    0.00    0.09       3         Model::load_texture(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, TGAImage&) [2]
                0.00    0.09       3/3           TGAImage::read_tga_file(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [3]
                0.00    0.00       9/6376        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [68]
                0.00    0.00       3/3           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::find_last_of(char const*, unsigned long) const [303]
                0.00    0.00       3/3           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::substr(unsigned long, unsigned long) const [305]
                0.00    0.00       3/3           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [365]
                0.00    0.00       3/6361        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::c_str() const [87]
                0.00    0.00       3/6366        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [82]
-----------------------------------------------
                0.00    0.09       3/3           Model::load_texture(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, TGAImage&) [2]
[3]     90.0    0.00    0.09       3         TGAImage::read_tga_file(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [3]
                0.01    0.04       3/3           TGAImage::flip_vertically() [5]
                0.03    0.01       3/3           TGAImage::load_rle_data(std::basic_ifstream<char, std::char_traits<char> >&) [7]
                0.00    0.00       3/7           std::allocator<unsigned char>::allocator() [237]
                0.00    0.00       3/4           std::vector<unsigned char, std::allocator<unsigned char> >::vector(unsigned long, unsigned char const&, std::allocator<unsigned char> const&) [280]
                0.00    0.00       3/13          std::vector<unsigned char, std::allocator<unsigned char> >::~vector() [217]
                0.00    0.00       3/3           std::vector<unsigned char, std::allocator<unsigned char> >::operator=(std::vector<unsigned char, std::allocator<unsigned char> >&&) [328]
                0.00    0.00       3/27          std::allocator<unsigned char>::~allocator() [178]
-----------------------------------------------
                0.00    0.09       1/1           main [1]
[4]     90.0    0.00    0.09       1         Model::Model(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [4]
                0.00    0.09       3/3           Model::load_texture(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, TGAImage&) [2]
                0.00    0.00   22428/22428       std::vector<int, std::allocator<int> >::push_back(int const&) [31]
                0.00    0.00   17803/17803       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::compare(unsigned long, unsigned long, char const*) const [37]
                0.00    0.00    7548/11322       vec<3>::operator[](int) [55]
                0.00    0.00    6365/6376        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [68]
                0.00    0.00    6361/6366        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [82]
                0.00    0.00    6358/6361        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::c_str() const [87]
                0.00    0.00    2678/2678        vec<2>::operator[](int) [101]
                0.00    0.00    1339/1339        std::vector<vec<2>, std::allocator<vec<2> > >::push_back(vec<2>&&) [120]
                0.00    0.00    1258/1258        std::vector<vec<3>, std::allocator<vec<3> > >::push_back(vec<3> const&) [133]
                0.00    0.00    1258/1258        vec<3>::normalized() [124]
                0.00    0.00    1258/1258        std::vector<vec<3>, std::allocator<vec<3> > >::push_back(vec<3>&&) [132]
                0.00    0.00       3/3           std::vector<int, std::allocator<int> >::vector() [330]
                0.00    0.00       3/3           TGAImage::TGAImage() [291]
                0.00    0.00       3/3           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [340]
                0.00    0.00       2/2           std::vector<vec<3>, std::allocator<vec<3> > >::vector() [393]
                0.00    0.00       1/1           std::vector<vec<2>, std::allocator<vec<2> > >::vector() [446]
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string() [451]
                0.00    0.00       1/1           Model::nverts() const [419]
                0.00    0.00       1/2494        Model::nfaces() const [108]
                0.00    0.00       1/50          std::vector<vec<2>, std::allocator<vec<2> > >::size() const [156]
                0.00    0.00       1/100         std::vector<vec<3>, std::allocator<vec<3> > >::size() const [140]
-----------------------------------------------
                0.01    0.04       3/3           TGAImage::read_tga_file(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [3]
[5]     55.0    0.01    0.04       3         TGAImage::flip_vertically() [5]
                0.03    0.01 3670016/3670016     std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<unsigned char> >, std::is_move_constructible<unsigned char>, std::is_move_assignable<unsigned char> >::value, void>::type std::swap<unsigned char>(unsigned char&, unsigned char&) [6]
                0.01    0.00 7340032/14680064     std::vector<unsigned char, std::allocator<unsigned char> >::operator[](unsigned long) [8]
-----------------------------------------------
                0.03    0.01 3670016/3670016     TGAImage::flip_vertically() [5]
[6]     40.0    0.03    0.01 3670016         std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<unsigned char> >, std::is_move_constructible<unsigned char>, std::is_move_assignable<unsigned char> >::value, void>::type std::swap<unsigned char>(unsigned char&, unsigned char&) [6]
                0.01    0.00 11010048/11010048     std::remove_reference<unsigned char&>::type&& std::move<unsigned char&>(unsigned char&) [9]
-----------------------------------------------
                0.03    0.01       3/3           TGAImage::read_tga_file(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [3]
[7]     35.0    0.03    0.01       3         TGAImage::load_rle_data(std::basic_ifstream<char, std::char_traits<char> >&) [7]
                0.01    0.00 7340032/14680064     std::vector<unsigned char, std::allocator<unsigned char> >::operator[](unsigned long) [8]
-----------------------------------------------
                0.01    0.00 7340032/14680064     TGAImage::load_rle_data(std::basic_ifstream<char, std::char_traits<char> >&) [7]
                0.01    0.00 7340032/14680064     TGAImage::flip_vertically() [5]
[8]     10.0    0.01    0.00 14680064         std::vector<unsigned char, std::allocator<unsigned char> >::operator[](unsigned long) [8]
-----------------------------------------------
                0.01    0.00 11010048/11010048     std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<unsigned char> >, std::is_move_constructible<unsigned char>, std::is_move_assignable<unsigned char> >::value, void>::type std::swap<unsigned char>(unsigned char&, unsigned char&) [6]
[9]     10.0    0.01    0.00 11010048         std::remove_reference<unsigned char&>::type&& std::move<unsigned char&>(unsigned char&) [9]
-----------------------------------------------
                0.00    0.01       1/1           main [1]
[10]    10.0    0.00    0.01       1         TGAImage::write_tga_file(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, bool) const [10]
                0.01    0.00       1/1           TGAImage::unload_rle_data(std::basic_ofstream<char, std::char_traits<char> >&) const [11]
-----------------------------------------------
                0.01    0.00       1/1           TGAImage::write_tga_file(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, bool) const [10]
[11]    10.0    0.01    0.00       1         TGAImage::unload_rle_data(std::basic_ofstream<char, std::char_traits<char> >&) const [11]
                0.00    0.00 5777064/5777064     std::vector<unsigned char, std::allocator<unsigned char> >::operator[](unsigned long) const [18]
